name,type,no_brand,generic,synonyms,manufacturers,linked
"ООО ""Компания ""Ангстрем Трейдинг""",manufacturer,False,,ангстрем трейдинг,"ООО ""Компания ""Ангстрем Трейдинг""|ООО ""Компания ""Ангстрем Трейдинг"", Россия|ООО ""Компания Ангстрем Трейдинг""",prosto|националь|русский завтрак
"ООО ""Компания Продвижение""",manufacturer,False,,продвижение,"ООО ""Компания Продвижение""",молочная здравница
"ООО ""Компания Скит""",manufacturer,False,,скит,"ООО ""Компания Скит""",скит
"ООО ""Компания у Палыча""",manufacturer,False,,у палыча,"ООО ""Компания у Палыча""",у палыча
"ООО ""Кондитерская Фабрика ""Надежда""",manufacturer,False,,"кондитерская фабрика ""надежда|кондитерская фабрика надежда","ООО ""Кондитерская Фабрика ""Надежда""",надежда кф
"ООО ""Кондитерская фабрика ""Алела""",manufacturer,False,,"кондитерская фабрика ""алела|кондитерская фабрика алела","ООО ""Кондитерская фабрика ""Алела""",alela
"ООО ""Кондитерская фабрика ""НЕВА""",manufacturer,False,,"кондитерская фабрика ""нева|кондитерская фабрика нева","ООО ""Кондитерская фабрика ""НЕВА""|ООО ""Кондитерская фабрика ""Нева""",лянеж
"ООО ""Кондитерская фабрика ""Сладкая жизнь""",manufacturer,False,,"кондитерская фабрика ""сладкая жизнь|кондитерская фабрика сладкая жизнь","ООО ""Кондитерская фабрика ""Сладкая жизнь""",сладкая жизнь
"ООО ""Кондитерская фабрика ""Сладкий мир""",manufacturer,False,,"кондитерская фабрика ""сладкий мир|кондитерская фабрика сладкий мир","ООО ""Кондитерская фабрика ""Сладкий мир""",шереметьевские торты
"ООО ""Кондитерский мир""",manufacturer,False,,кондитерский мир,"ООО ""Кондитерский мир""",господарь
"ООО ""Консервный завод ""Универ""",manufacturer,False,,"консервный завод ""универ|консервный завод универ","ООО ""Консервный завод ""Универ""",family
"ООО ""Консервный завод Русский""",manufacturer,False,,консервный завод русский,"ООО ""Консервный завод Русский""",lutik
"ООО ""Конус""",manufacturer,False,,конус,"ООО ""Конус""",
"ООО ""Конфуций""",manufacturer,False,,конфуций,"ООО ""Конфуций""",конфуций
"ООО ""Копэкер-Левашово"", Россия",manufacturer,False,,копэкер левашово|копэкер-левашово,"ООО ""Копэкер-Левашово""|ООО ""Копэкер-Левашово"", Россия",4life
"ООО ""Кофейный Мир""",manufacturer,False,,кофейный мир,"ООО ""Кофейный Мир""",фреско
"ООО ""Красногвардейский Молочный Завод""",manufacturer,False,,красногвардейский молочный завод,"ООО ""Красногвардейский Молочный Завод""","сыры ""красногвардейские"""
"ООО ""Крафт Фудз Рус""",manufacturer,False,,крафт фудз рус,"ООО ""Крафт Фудз Рус""",воздушный
"ООО ""Крафт Фудс Рус""",manufacturer,False,,крафт фудс рус,"ООО ""Крафт Фудс Рус""",большевик
"ООО ""Крепкий Орешек""",manufacturer,False,,крепкий орешек,"ООО ""Крепкий Орешек""",донской орешек
"ООО ""Кубанские консервы""",manufacturer,False,,кубанские консервы,"ООО ""Кубанские консервы""",bonduelle
"ООО ""Кубанский консервный комбинат""",manufacturer,False,,кубанский консервный комбинат,"ООО ""Кубанский консервный комбинат""",green ray
"ООО ""Кубань-Вино""",marketing,False,,кубань вино|кубань-вино,"ООО ""Кубань-Вино""",
"ООО ""Кудиновский мясной комплекс""",manufacturer,False,,кудиновский мясной комплекс,"ООО ""Кудиновский мясной комплекс""",
"ООО ""Лабинский МЭЗ""",manufacturer,False,,лабинский мэз,"ООО ""Лабинский МЭЗ""",аведовъ|злато
"ООО ""Лагуна Койл""",manufacturer,False,,лагуна койл|лакомка|любимое|русский холод|ссср|энерго|юбилейное|юпитер гигант,"ООО ""Лагуна Койл""",лагуна койл|монарх
"ООО ""Ладинвест""",manufacturer,False,,ладинвест,"ООО ""Ладинвест""",cornex
"ООО ""Лаком"", Россия",manufacturer,False,,лаком,"ООО ""Лаком"", Россия",золотой ключик
"ООО ""Лакомка""",manufacturer,False,,лакомка,"ООО ""Лакомка""",квест on
"ООО ""Лебедянский""",manufacturer,False,,лебедянский,"ООО ""Лебедянский""",tropicana|вбд j-7 фрустайл|северная ягода|тонус|фруктовый  сад|я
